KELAS,HARI,MATA_KULIAH,WAKTU,RUANG,DOSEN,Kode_Kelas
3ID05,Sabtu,Metode Penelitian,3/4,E448,TIUR RODIALA SINAGA,3ID05
3ID06,Senin,Metode Penelitian,1/2,J1511,NURUL KHOTIMAH,3ID06
3ID06,Senin,Tek.Keselamatan&Kesehatan Kerja,3/4,J1511,MOEHAMAD ADI ROCHMAT,3ID06
3ID06,Senin,Peranc.Sistem Kerja&Ergonomi,5/6,J1511,STEPHANUS BENEDICTUS BERA LIWUN,3ID06
3ID06,Rabu,Simulasi Sistem,2/3/4,J61001,NANIH SUHARTINI,3ID06
3ID06,Rabu,Analisis dan Estimasi Biaya,5/6,J61001,ALSEN MEDIKANO,3ID06
3ID06,Sabtu,Pemodelan Sistem *,1/2,J139,ARDHY LAZUARDY,3ID06
3ID06,Sabtu,Material Teknik *,3/4,J139,ABDUL RAHMAN AGUNG RAMADHAN,3ID06
3ID06,Sabtu,Perenc. & Pengendalian Produksi *,5/6/7,J139,YUYUN YUNIAR ROHMATIN,3ID06
3ID07,Senin,Pemodelan Sistem *,1/2,J1315B,ALSEN MEDIKANO,3ID07
3ID07,Senin,Peranc.Sistem Kerja&Ergonomi,3/4,J1315B,STEPHANUS BENEDICTUS BERA LIWUN,3ID07
3ID07,Senin,Metode Penelitian,5/6,J1315B,NURUL KHOTIMAH,3ID07
3ID07,Rabu,Tek.Keselamatan&Kesehatan Kerja,1/2,J61008,MOEHAMAD ADI ROCHMAT,3ID07
3ID07,Rabu,Analisis dan Estimasi Biaya,3/4,J61008,ALSEN MEDIKANO,3ID07
3ID07,Rabu,Simulasi Sistem,6/7/8,J61008,NANIH SUHARTINI,3ID07
3ID07,Sabtu,Perenc. & Pengendalian Produksi *,1/2/3,J1210,YUYUN YUNIAR ROHMATIN,3ID07
3ID07,Sabtu,Material Teknik *,5/6,J1411,ABDUL RAHMAN AGUNG RAMADHAN,3ID07
3ID08,Selasa,Analisis dan Estimasi Biaya,2/3,K297,YUYUN YUNIAR ROHMATIN,3ID08
3ID08,Rabu,Pemodelan Sistem *,2/3,K295,YAHYA ZULKARNAIN,3ID08
3ID08,Rabu,Metode Penelitian,4/5,K161,HOTNIAR SIRINGORINGO,3ID08
3ID08,Kamis,Simulasi Sistem,1/2/3,K242,NANIH SUHARTINI,3ID08
3ID08,Kamis,Peranc.Sistem Kerja&Ergonomi,4/5,K151,AINUL HAQ,3ID08
3ID08,Jum'at,Perenc. & Pengendalian Produksi *,2/3/4,K256,MAULIDA BORU BUTAR-BUTAR,3ID08
3ID08,Jum'at,Material Teknik *,6/7,K272,MOEHAMAD ADI ROCHMAT,3ID08
3ID08,Sabtu,Tek.Keselamatan&Kesehatan Kerja,6/7,K284,RATIH WULANDARI,3ID08
3ID09,Senin,Metode Penelitian,3/4,K293,SUDARYANTO,3ID09
3ID09,Selasa,Tek.Keselamatan&Kesehatan Kerja,2/3,K292,ROSSI SEPTY WAHYUNI,3ID09
3ID09,Selasa,Analisis dan Estimasi Biaya,4/5,K297,YUYUN YUNIAR ROHMATIN,3ID09
3ID09,Kamis,Peranc.Sistem Kerja&Ergonomi,2/3,K151,AINUL HAQ,3ID09
3ID09,Kamis,Simulasi Sistem,4/5/6,K242,NANIH SUHARTINI,3ID09
3ID09,Jum'at,Material Teknik *,3/4,K272,MOEHAMAD ADI ROCHMAT,3ID09
3ID09,Jum'at,Perenc. & Pengendalian Produksi *,6/7/8,K262,STEPHANUS BENEDICTUS BERA LIWUN,3ID09
3ID09,Sabtu,Pemodelan Sistem *,1/2,K282,PRAMESWARI RIZCHA JULIANDA,3ID09
4ID01,Senin,Analisis Rantai Pasok,1/2,G345,MAULIDA BORU BUTAR-BUTAR,4ID01
4ID01,Senin,Perancangan Tata Letak Fasilitas*,4/5,G222,INA SITI HASANAH,4ID01
4ID01,Selasa,Simulasi Sistem,1/2/3,E121,SYARIFUDDIN NASUTION,4ID01
4ID01,Selasa,Etika Profesi,4/5,E121,SUDARYANTO,4ID01
4ID01,Rabu,Rekayasa Mutu,2/3,G434,RAKHMA OKTAVINA,4ID01
4ID01,Rabu,Analisis & Peranc. Perusahaan *,5/6/7,G227,AINUL HAQ,4ID01
4ID01,Rabu,Manaj. Pemasaran Industri,8/9,G227,ROSSI SEPTY WAHYUNI,4ID01
4ID01,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4ID01
4ID01,Jum'at,Praktikum Robotika Cerdas,8/9,,TIM DOSEN,4ID01
4ID02,Senin,Manaj. Pemasaran Industri,1/2,E427,ROSSI SEPTY WAHYUNI,4ID02
4ID02,Senin,Analisis Rantai Pasok,3/4,E427,RATIH WULANDARI,4ID02
4ID02,Senin,Perancangan Tata Letak Fasilitas*,7/8,E511,AINUL HAQ,4ID02
4ID02,Rabu,Rekayasa Mutu,2/3,G455,PRAMESWARI RIZCHA JULIANDA,4ID02
4ID02,Rabu,Analisis & Peranc. Perusahaan *,5/6/7,G349,ASEP MOHAMAD NOOR,4ID02
4ID02,Rabu,Etika Profesi,9/10,G139,SUDARYANTO,4ID02
4ID02,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4ID02
4ID02,Jum'at,Simulasi Sistem,2/3/4,F8445,EMIRUL BAHAR,4ID02
4ID02,Sabtu,Praktikum Robotika Cerdas,3/4,,TIM DOSEN,4ID02
4ID03,Senin,Analisis Rantai Pasok,3/4,G344,MAULIDA BORU BUTAR-BUTAR,4ID03
4ID03,Senin,Etika Profesi,6/7,G127,DIAN KEMALA PUTRI,4ID03
4ID03,Senin,Perancangan Tata Letak Fasilitas*,8/9,G127,INA SITI HASANAH,4ID03
4ID03,Rabu,Manaj. Pemasaran Industri,2/3,G433,POSO NUGROHO,4ID03
4ID03,Rabu,Rekayasa Mutu,4/5,G433,RAKHMA OKTAVINA,4ID03
4ID03,Rabu,Analisis & Peranc. Perusahaan *,8/9/10,G349,PRAMESWARI RIZCHA JULIANDA,4ID03
4ID03,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4ID03
4ID03,Jum'at,Praktikum Robotika Cerdas,8/9,,TIM DOSEN,4ID03
4ID03,Sabtu,Simulasi Sistem,4/5/6,G226,ANITA2,4ID03
4ID04,Senin,Simulasi Sistem,2/3/4,E323,HOTNIAR SIRINGORINGO,4ID04
4ID04,Senin,Analisis Rantai Pasok,6/7,E133,RATIH WULANDARI,4ID04
4ID04,Selasa,Rekayasa Mutu,3/4,F8446,YAHYA ZULKARNAIN,4ID04
4ID04,Selasa,Analisis & Peranc. Perusahaan *,7/8/9,F8445,PRAMESWARI RIZCHA JULIANDA,4ID04
4ID04,Rabu,Manaj. Pemasaran Industri,4/5,G234,POSO NUGROHO,4ID04
4ID04,Rabu,Etika Profesi,7/8,G234,SUDARYANTO,4ID04
4ID04,Rabu,Perancangan Tata Letak Fasilitas*,9/10,G234,AINUL HAQ,4ID04
4ID04,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4ID04
4ID04,Jum'at,Praktikum Robotika Cerdas,6/7,,TIM DOSEN,4ID04
4ID05,Senin,Perancangan Tata Letak Fasilitas*,2/3,G228,INA SITI HASANAH,4ID05
4ID05,Senin,Analisis Rantai Pasok,6/7,G138,MAULIDA BORU BUTAR-BUTAR,4ID05
4ID05,Senin,Etika Profesi,8/9,G138,DIAN KEMALA PUTRI,4ID05
4ID05,Selasa,Simulasi Sistem,4/5/6,E132,SYARIFUDDIN NASUTION,4ID05
4ID05,Rabu,Analisis & Peranc. Perusahaan *,1/2/3,G142,ASEP MOHAMAD NOOR,4ID05
4ID05,Rabu,Rekayasa Mutu,4/5,G142,PRAMESWARI RIZCHA JULIANDA,4ID05
4ID05,Rabu,Manaj. Pemasaran Industri,7/8,G143,POSO NUGROHO,4ID05
4ID05,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4ID05
4ID05,Jum'at,Praktikum Robotika Cerdas,3/4,,TIM DOSEN,4ID05
4ID06,Senin,Analisis Rantai Pasok,1/2,J1417,YUYUN YUNIAR ROHMATIN,4ID06
4ID06,Senin,Rekayasa Mutu,3/4,J1417,ALSEN MEDIKANO,4ID06
4ID06,Senin,Analisis & Peranc. Perusahaan *,7/8/9,J1417,MOEHAMAD ADI ROCHMAT,4ID06
4ID06,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4ID06
4ID06,Kamis,Praktikum Robotika Cerdas,6/7,,TIM DOSEN,4ID06
4ID06,Jum'at,Etika Profesi,1/2,J1417,AGUS SULAKSONO,4ID06
4ID06,Jum'at,Perancangan Tata Letak Fasilitas*,3/4,J1417,SYARIFUDDIN NASUTION,4ID06
4ID06,Jum'at,Manaj. Pemasaran Industri,7/8,J1417,DINI TRI WARDANI,4ID06
4ID06,Sabtu,Simulasi Sistem,3/4/5,J1319,ARDHY LAZUARDY,4ID06
4ID07,Selasa,Praktikum Robotika Cerdas,6/7,,TIM DOSEN,4ID07
4ID07,Rabu,Rekayasa Mutu,1/2,J61007,ALSEN MEDIKANO,4ID07
4ID07,Rabu,Analisis & Peranc. Perusahaan *,4/5/6,J61007,MOEHAMAD ADI ROCHMAT,4ID07
4ID07,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4ID07
4ID07,Jum'at,Analisis Rantai Pasok,1/2,J154,YUYUN YUNIAR ROHMATIN,4ID07
4ID07,Jum'at,Etika Profesi,3/4,J154,AGUS SULAKSONO,4ID07
4ID07,Jum'at,Perancangan Tata Letak Fasilitas*,7/8,J154,SYARIFUDDIN NASUTION,4ID07
4ID07,Jum'at,Manaj. Pemasaran Industri,9/10,J154,DINI TRI WARDANI,4ID07
4ID07,Sabtu,Simulasi Sistem,6/7/8,J1616,ARDHY LAZUARDY,4ID07
4ID08,Senin,Etika Profesi,1/2,K293,SUDARYANTO,4ID08
4ID08,Senin,Manaj. Pemasaran Industri,3/4,K284,RAKHMA OKTAVINA,4ID08
4ID08,Rabu,Perancangan Tata Letak Fasilitas*,1/2,K254,INA SITI HASANAH,4ID08
4ID08,Rabu,Simulasi Sistem,4/5/6,K292,SYARIFUDDIN NASUTION,4ID08
4ID08,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4ID08
4ID08,Kamis,Praktikum Robotika Cerdas,6/7,,TIM DOSEN,4ID08
4ID08,Jum'at,Analisis & Peranc. Perusahaan *,2/3/4,K262,STEPHANUS BENEDICTUS BERA LIWUN,4ID08
4ID08,Jum'at,Rekayasa Mutu,6/7,K155,ALSEN MEDIKANO,4ID08
4ID08,Sabtu,Analisis Rantai Pasok,3/4,K282,PRAMESWARI RIZCHA JULIANDA,4ID08
4ID09,Senin,Rekayasa Mutu,1/2,K284,RAKHMA OKTAVINA,4ID09
4ID09,Senin,Etika Profesi,3/4,K262,ASEP MOHAMAD NOOR,4ID09
4ID09,Selasa,Analisis & Peranc. Perusahaan *,4/5/6,K292,ROSSI SEPTY WAHYUNI,4ID09
4ID09,Rabu,Simulasi Sistem,1/2/3,K292,SYARIFUDDIN NASUTION,4ID09
4ID09,Rabu,Perancangan Tata Letak Fasilitas*,4/5,K254,INA SITI HASANAH,4ID09
4ID09,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4ID09
4ID09,Kamis,Praktikum Robotika Cerdas,6/7,,TIM DOSEN,4ID09
4ID09,Jum'at,Manaj. Pemasaran Industri,3/4,K155,ALSEN MEDIKANO,4ID09
4ID09,Jum'at,Analisis Rantai Pasok,6/7,K256,MAULIDA BORU BUTAR-BUTAR,4ID09
1EA01,Senin,Pendidikan Kewarganegaraan,3/4,E313,HELNAWATY,1EA01
1EA01,Senin,Pendidikan Agama Islam,5/6,E313,MUHAMAD DARWIN NASUTION,1EA01
1EA01,Senin,Pengantar Ekonomi 1,9/10,E245,BAGUS NURCAHYO,1EA01
1EA01,Rabu,Pengantar Komputer & TI 1A,1/2,G224,ELVINA,1EA01
1EA01,Rabu,Matematika Ekonomi 1 **,3/4/5,G224,ERNI RIHYANTI,1EA01
1EA01,Rabu,Pengantar Komputer & TI 1C,7/8,G221,ORITA DWI PURBIYANTI,1EA01
1EA01,Kamis,Pengantar Akuntansi 1 **,4/5/6,D622,ISTICHANAH,1EA01
1EA01,Kamis,Pengantar Komputer & TI 1B,7/8,D635,YULI MAHARETTA ARIANTI,1EA01
1EA01,Jum'at,Ilmu Budaya Dasar,3/4,E222,TATI SUNARTI,1EA01
1EA01,Jum'at,Dasar Pemasaran,7/8,E222,EVA KARLA,1EA01
1EA01,Jum'at,Bahasa Inggris,9/10,E222,TIARMA IKA YULIANA,1EA01
1EA02,Senin,Pengantar Ekonomi 1,1/2,G128,DYAH ESTHI PERWITASARI,1EA02
1EA02,Senin,Pendidikan Agama Islam,3/4,G128,MULYADI,1EA02
1EA02,Senin,Pendidikan Kewarganegaraan,5/6,G128,ERNI KARYATI,1EA02
1EA02,Senin,Dasar Pemasaran,9/10,G126,KARTIKA SUKMAWATI,1EA02
1EA02,Rabu,Pengantar Akuntansi 1 **,1/2/3,D612,NOVA ANGGRAINIE,1EA02
1EA02,Rabu,Matematika Ekonomi 1 **,4/5/6,D612,ENDAH BUDIYATI,1EA02
1EA02,Rabu,Pengantar Komputer & TI 1C,9/10,D655,YULIA EKA PRAPTININGSIH,1EA02
1EA02,Kamis,Pengantar Komputer & TI 1B,4/5,E511,FITRI SJAFRINA,1EA02
1EA02,Kamis,Bahasa Inggris,6/7,E338,DYAH AMBAR WURYANDARI,1EA02
1EA02,Jum'at,Ilmu Budaya Dasar,1/2,G139,DIMAS RADHITIO ATMOHADI KUSUMO,1EA02
1EA02,Jum'at,Pengantar Komputer & TI 1A,3/4,G139,SRI DWI SUGIARSIH,1EA02
1EA03,Senin,Ilmu Budaya Dasar,5/6,G126,WURI PURNAMASARI,1EA03
1EA03,Senin,Pendidikan Kewarganegaraan,7/8,G126,ERNI KARYATI,1EA03
1EA03,Rabu,Pengantar Komputer & TI 1B,4/5,D643,LATIPATURACHMANIAH,1EA03
1EA03,Rabu,Pengantar Komputer & TI 1C,7/8,D644,YULIA EKA PRAPTININGSIH,1EA03
1EA03,Rabu,Pengantar Komputer & TI 1A,9/10,D644,VIRA YOLANDA,1EA03
1EA03,Kamis,Pengantar Akuntansi 1 **,1/2/3,D614,NOVA ANGGRAINIE,1EA03
1EA03,Kamis,Matematika Ekonomi 1 **,4/5/6,D614,DIDIN MUKODIM/MARIA T A DEWI,1EA03
1EA03,Jum'at,Pendidikan Agama Islam,1/2,E318,NOVIANTO,1EA03
1EA03,Jum'at,Dasar Pemasaran,3/4,E318,YUSYE MILAWATY,1EA03
1EA03,Jum'at,Bahasa Inggris,7/8,E346,TIARMA IKA YULIANA,1EA03
1EA03,Jum'at,Pengantar Ekonomi 1,9/10,E346,ZUHAD ICHYAUDIN,1EA03
1EA04,Senin,Pengantar Komputer & TI 1B,1/2,G133,AGUSTINE HANA MASITOH,1EA04
1EA04,Senin,Ilmu Budaya Dasar,3/4,G133,WURI PURNAMASARI,1EA04
1EA04,Senin,Bahasa Inggris,7/8,G455,GANJAR RESTO PAMBUDI,1EA04
1EA04,Senin,Pengantar Komputer & TI 1A,9/10,G455,ABDUL HAFIDH SIDIQ,1EA04
1EA04,Rabu,Pengantar Ekonomi 1,3/4,G215,MOHAMMAD ABDUL MUKHYI,1EA04
1EA04,Rabu,Matematika Ekonomi 1 **,7/8/9,G232,ICHSANI MURSIDAH,1EA04
1EA04,Kamis,Dasar Pemasaran,3/4,G126,EVA KARLA,1EA04
1EA04,Kamis,Pengantar Akuntansi 1 **,5/6/7,G126,SUPININGTYAS PURWANINGRUM,1EA04
1EA04,Kamis,Pengantar Komputer & TI 1C,8/9,G126,SUCI BR KEMBAREN,1EA04
1EA04,Sabtu,Pendidikan Kewarganegaraan,1/2,E243,EDWIN HARLAN,1EA04
1EA04,Sabtu,Pendidikan Agama Islam,4/5,E243,AIKKO FAIHA / FATCHULLAH ZARKASI,1EA04
1EA05,Senin,Pendidikan Kewarganegaraan,2/3,G222,SULISTINING TRIMULYANI,1EA05
1EA05,Senin,Matematika Ekonomi 1 **,5/6/7,G223,MUHAMMAD IMRON HADISANTOSA,1EA05
1EA05,Senin,Pengantar Akuntansi 1 **,8/9/10,G223,IRA PHAJAR LESTARI,1EA05
1EA05,Rabu,Pengantar Ekonomi 1,1/2,G238,MOHAMMAD ABDUL MUKHYI,1EA05
1EA05,Rabu,Pengantar Komputer & TI 1B,3/4,G238,AGUSTINE HANA MASITOH,1EA05
1EA05,Rabu,Dasar Pemasaran,6/7,G455,EKANING SETYARINI,1EA05
1EA05,Rabu,Ilmu Budaya Dasar,8/9,G455,AYU NINGTIYAS,1EA05
1EA05,Jum'at,Bahasa Inggris,1/2,E312,SUPRIATNOKO,1EA05
1EA05,Jum'at,Pengantar Komputer & TI 1C,3/4,E312,MURTIWIYATI,1EA05
1EA05,Jum'at,Pengantar Komputer & TI 1A,7/8,E347,SRI DWI SUGIARSIH,1EA05
1EA05,Jum'at,Pendidikan Agama Islam,9/10,E347,FATCHULLAH ZARKASI,1EA05
1EA06,Senin,Bahasa Inggris,3/4,G239,ATIKA LISTYA,1EA06
1EA06,Senin,Pengantar Komputer & TI 1B,5/6,G239,AGUSTINE HANA MASITOH,1EA06
1EA06,Senin,Pengantar Ekonomi 1,7/8,G239,DASSAAD,1EA06
1EA06,Rabu,Pendidikan Kewarganegaraan,1/2,E522,ATI HARMONI,1EA06
1EA06,Rabu,Matematika Ekonomi 1 **,5/6/7,E447,DESTI RIMINARSIH,1EA06
1EA06,Rabu,Pengantar Komputer & TI 1A,9/10,E314,ABDUL HAFIDH SIDIQ,1EA06
1EA06,Kamis,Pendidikan Agama Islam,1/2,G138,ABDUL ROHMAN,1EA06
1EA06,Kamis,Dasar Pemasaran,5/6,G123,EVA KARLA,1EA06
1EA06,Jum'at,Pengantar Komputer & TI 1C,1/2,E345,MURTIWIYATI,1EA06
1EA06,Jum'at,Ilmu Budaya Dasar,3/4,E345,DADI KUSWANDI,1EA06
1EA06,Jum'at,Pengantar Akuntansi 1 **,7/8/9,E348,SRI SAPTO DARMAWATI,1EA06
1EA07,Senin,Dasar Pemasaran,2/3,G215,KARTIKA SUKMAWATI,1EA07
1EA07,Senin,Pendidikan Kewarganegaraan,5/6,G247,FITRI RISMIYATI,1EA07
1EA07,Senin,Pengantar Komputer & TI 1A,7/8,G247,ABDUL HAFIDH SIDIQ,1EA07
1EA07,Rabu,Pengantar Komputer & TI 1B,1/2,G125,AGUSTINE HANA MASITOH,1EA07
1EA07,Rabu,Pengantar Komputer & TI 1C,3/4,G125,YULIA EKA PRAPTININGSIH,1EA07
1EA07,Rabu,Pendidikan Agama Islam,7/8,G245,APIPUDIN,1EA07
1EA07,Jum'at,Pengantar Akuntansi 1 **,2/3/4,E245,ISTICHANAH,1EA07
1EA07,Jum'at,Ilmu Budaya Dasar,7/8,E245,DADI KUSWANDI,1EA07
1EA07,Sabtu,Bahasa Inggris,1/2,E332,IRSYA INDIWARA,1EA07
1EA07,Sabtu,Pengantar Ekonomi 1,3/4,E332,JUNI SASMIHARTI,1EA07
1EA07,Sabtu,Matematika Ekonomi 1 **,5/6/7,E332,ADITYA NUGRAHA,1EA07
1EA08,Senin,Dasar Pemasaran,1/2,G124,RATNA SUSILOWATI,1EA08
1EA08,Senin,Pendidikan Kewarganegaraan,5/6,G237,SINGGIH HARDJANTO,1EA08
1EA08,Senin,Pendidikan Agama Islam,7/8,G237,AULIA NUGRAHA,1EA08
1EA08,Senin,Pengantar Komputer & TI 1C,9/10,G237,RISDIANDRI ISKANDAR,1EA08
1EA08,Rabu,Pengantar Komputer & TI 1A,3/4,E432,DWI SETYASIH,1EA08
1EA08,Rabu,Bahasa Inggris,6/7,E435,WATI PURNAMASARI,1EA08
1EA08,Rabu,Pengantar Akuntansi 1 **,8/9/10,E435,BERTILIA LINA KUSRINA,1EA08
1EA08,Kamis,Matematika Ekonomi 1 **,1/2/3,D613,DIDIN MUKODIM/MARIA T A DEWI,1EA08
1EA08,Kamis,Pengantar Komputer & TI 1B,4/5,D613,YULI MAHARETTA ARIANTI,1EA08
1EA08,Sabtu,Pengantar Ekonomi 1,3/4,E323,BENYAMIN ELIEZER PASCARENO,1EA08
1EA08,Sabtu,Ilmu Budaya Dasar,7/8,E243,ANSHAR PATRIA,1EA08
1EA09,Senin,Pengantar Akuntansi 1 **,4/5/6,G216,IRA PHAJAR LESTARI,1EA09
1EA09,Senin,Dasar Pemasaran,7/8,G149,KARTIKA SUKMAWATI,1EA09
1EA09,Senin,Ilmu Budaya Dasar,9/10,G216,TATI SUNARTI,1EA09
1EA09,Rabu,Matematika Ekonomi 1 **,1/2/3,D642,ENDAH BUDIYATI,1EA09
1EA09,Rabu,Pengantar Komputer & TI 1C,4/5,D642,VIRA YOLANDA,1EA09
1EA09,Rabu,Pengantar Komputer & TI 1B,6/7,D642,LATIPATURACHMANIAH,1EA09
1EA09,Rabu,Pengantar Komputer & TI 1A,9/10,D642,DEASY INDAYANTI,1EA09
1EA09,Jum'at,Pendidikan Agama Islam,1/2,E232,BURHANUDDIN DJAMALUDDIN,1EA09
1EA09,Jum'at,Bahasa Inggris,3/4,E232,DYANI MASITA DEWI,1EA09
1EA09,Jum'at,Pengantar Ekonomi 1,7/8,E234,SULASTRI,1EA09
1EA09,Jum'at,Pendidikan Kewarganegaraan,9/10,E234,RIDWAN HARLAN,1EA09
1EA10,Senin,Pengantar Komputer & TI 1C,1/2,G453,RISDIANDRI ISKANDAR,1EA10
1EA10,Senin,Pengantar Komputer & TI 1B,3/4,G453,IRA WINDARTI,1EA10
1EA10,Senin,Pendidikan Agama Islam,7/8,G435,NUR MUNIR,1EA10
1EA10,Senin,Pengantar Komputer & TI 1A,9/10,G227,SITI CHODIDJAH,1EA10
1EA10,Rabu,Dasar Pemasaran,5/6,E124,KARTIKA SUKMAWATI,1EA10
1EA10,Rabu,Ilmu Budaya Dasar,7/8,E124,DINI TRI WARDANI,1EA10
1EA10,Rabu,Bahasa Inggris,9/10,E124,STELLA AMANDA,1EA10
1EA10,Jum'at,Pengantar Akuntansi 1 **,2/3/4,E325,AGUSTIN RUSIANA SARI,1EA10
1EA10,Jum'at,Pendidikan Kewarganegaraan,7/8,E338,RIDWAN HARLAN,1EA10
1EA10,Jum'at,Pengantar Ekonomi 1,9/10,E338,SULASTRI,1EA10
1EA10,Sabtu,Matematika Ekonomi 1 **,8/9/10,E318,REINAL RACHMAVIAL,1EA10
1EA11,Senin,Pendidikan Kewarganegaraan,1/2,E311,HELNAWATY,1EA11
1EA11,Senin,Pengantar Ekonomi 1,3/4,E311,DASSAAD,1EA11
1EA11,Rabu,Ilmu Budaya Dasar,1/2,E414,DINI TRI WARDANI,1EA11
1EA11,Rabu,Pengantar Komputer & TI 1A,3/4,E414,SUSI WIDAYATI,1EA11
1EA11,Rabu,Pendidikan Agama Islam,5/6,E414,ABBAS MUHAMMAD BASALAMAH,1EA11
1EA11,Kamis,Pengantar Komputer & TI 1C,1/2,D664,DWI SETYASIH,1EA11
1EA11,Kamis,Pengantar Akuntansi 1 **,4/5/6,D632,RIYANTI,1EA11
1EA11,Kamis,Matematika Ekonomi 1 **,8/9/10,D644,HENNY HERYANDINI,1EA11
1EA11,Jum'at,Pengantar Komputer & TI 1B,1/2,E322,FARIDA AMALYA,1EA11
1EA11,Jum'at,Dasar Pemasaran,3/4,E322,EVA KARLA,1EA11
1EA11,Jum'at,Bahasa Inggris,7/8,E137,VIDIA PUSPITA,1EA11
1EA12,Senin,Pengantar Ekonomi 1,1/2,E516,DASSAAD,1EA12
1EA12,Senin,Pendidikan Kewarganegaraan,5/6,E516,MARTI RIASTUTI,1EA12
1EA12,Senin,Ilmu Budaya Dasar,7/8,E516,DWI INDAH UTAMI NINGSIH,1EA12
1EA12,Rabu,Pengantar Komputer & TI 1A,1/2,E413,SUSI WIDAYATI,1EA12
1EA12,Rabu,Matematika Ekonomi 1 **,5/6/7,E318,BAMBANG GUNAWAN H,1EA12
1EA12,Kamis,Pengantar Komputer & TI 1C,3/4,D653,DWI SETYASIH,1EA12
1EA12,Kamis,Pengantar Akuntansi 1 **,5/6/7,D653,NOVA ANGGRAINIE,1EA12
1EA12,Jum'at,Dasar Pemasaran,1/2,E323,EVA KARLA,1EA12
1EA12,Jum'at,Pengantar Komputer & TI 1B,3/4,E323,FARIDA AMALYA,1EA12
1EA12,Jum'at,Pendidikan Agama Islam,7/8,E341,NOVIANTO,1EA12
1EA12,Jum'at,Bahasa Inggris,9/10,E341,ZAINAL RIADI,1EA12
1EA13,Senin,Pendidikan Kewarganegaraan,3/4,E516,MARTI RIASTUTI,1EA13
1EA13,Senin,Pengantar Ekonomi 1,7/8,E337,BAGUS NURCAHYO,1EA13
1EA13,Rabu,Pendidikan Agama Islam,1/2,E318,ABBAS MUHAMMAD BASALAMAH,1EA13
1EA13,Rabu,Dasar Pemasaran,3/4,E318,KARTIKA SUKMAWATI,1EA13
1EA13,Rabu,Pengantar Komputer & TI 1A,6/7,E214,SUSI WIDAYATI,1EA13
1EA13,Rabu,Matematika Ekonomi 1 **,8/9/10,E214,BAMBANG GUNAWAN H,1EA13
1EA13,Kamis,Pengantar Akuntansi 1 **,1/2/3,D626,RIYANTI,1EA13
1EA13,Kamis,Pengantar Komputer & TI 1C,5/6,D623,DWI SETYASIH,1EA13
1EA13,Kamis,Pengantar Komputer & TI 1B,7/8,D623,ERMA SOVA,1EA13
1EA13,Jum'at,Bahasa Inggris,1/2,E435,VIDIA PUSPITA,1EA13
1EA13,Jum'at,Ilmu Budaya Dasar,3/4,E435,ELY SAPTO UTOMO,1EA13
1EA14,Rabu,Pendidikan Agama Islam,1/2,E231,APIPUDIN,1EA14
1EA14,Rabu,Pengantar Akuntansi 1 **,5/6/7,E246,BERTILIA LINA KUSRINA,1EA14
1EA14,Rabu,Pengantar Komputer & TI 1C,9/10,E225,SUCI BR KEMBAREN,1EA14
1EA14,Kamis,Bahasa Inggris,3/4,E524,DYAH AMBAR WURYANDARI,1EA14
1EA14,Kamis,Ilmu Budaya Dasar,5/6,E524,OKTARINA NUR WIDYANTI,1EA14
1EA14,Kamis,Matematika Ekonomi 1 **,8/9/10,E414,SITI MAESAROH,1EA14
1EA14,Jum'at,Pengantar Komputer & TI 1B,3/4,E238,ERMA SOVA,1EA14
1EA14,Jum'at,Pengantar Ekonomi 1,7/8,E221,ASHAR BASYIR,1EA14
1EA14,Jum'at,Dasar Pemasaran,9/10,E221,EVA KARLA,1EA14
1EA14,Sabtu,Pendidikan Kewarganegaraan,1/2,E435,EDI FAKHRI,1EA14
1EA14,Sabtu,Pengantar Komputer & TI 1A,3/4,E435,MUHAMMAD FADLY,1EA14
1EA15,Senin,Matematika Ekonomi 1 **,3/4/5,E248,SELI SITI SHOLIHAT,1EA15
1EA15,Senin,Bahasa Inggris,6/7,E248,MOHAMMAD YUSUF,1EA15
1EA15,Rabu,Pengantar Komputer & TI 1A,1/2,G424,DEASY INDAYANTI,1EA15
1EA15,Rabu,Pengantar Akuntansi 1 **,5/6/7,G425,NOVA ANGGRAINIE,1EA15
1EA15,Jum'at,Dasar Pemasaran,1/2,E311,YUSYE MILAWATY,1EA15
1EA15,Jum'at,Pendidikan Agama Islam,3/4,E311,NOVIANTO,1EA15
1EA15,Jum'at,Pendidikan Kewarganegaraan,7/8,E315,ERNI KARYATI,1EA15
1EA15,Jum'at,Ilmu Budaya Dasar,9/10,E315,ADELIA RIANA DEWI,1EA15
1EA15,Sabtu,Pengantar Komputer & TI 1C,1/2,E217,YUDI IRAWAN CHANDRA,1EA15
1EA15,Sabtu,Pengantar Komputer & TI 1B,3/4,E217,YUDI IRAWAN CHANDRA,1EA15
